Z,M,Group,Date
8.7,2.1,70,12/3/2022
8.9,1.4,70,12/3/2022
8.9,1.6,70,12/3/2022
8.8,3.2,70,12/3/2022
10,1.3,70,12/3/2022
9.6,1.4,70,12/3/2022
9.9,1.6,70,12/3/2022
9.2,2,70,12/3/2022
10.8,1.8,70,12/3/2022
9.2,1.8,70,12/3/2022
9.6,1.5,70,12/3/2022
9.4,2.5,70,12/3/2022
8.8,1.5,70,12/3/2022
11.1,1.6,70,12/3/2022
9.5,1.4,70,12/3/2022
9.7,1.2,70,12/3/2022
8,1.4,70,12/4/2022
9.6,2,70,12/4/2022
9.5,1.5,70,12/4/2022
11,1.7,70,12/4/2022
9.3,2.7,70,12/5/2022
9.8,2.3,70,12/6/2022
8.9,2.2,70,12/7/2022
8.8,2,70,12/7/2022
9.7,2.8,70,12/8/2022
9.3,2.3,70,12/8/2022
9.5,3.2,70,12/8/2022
8.8,2.2,70,12/9/2022
8.3,1.9,70,12/9/2022
8.3,2.1,70,12/9/2022
8,2.8,70,12/12/2022
8.8,1.2,70,12/14/2022
10.9,2.6,70,12/14/2022
8.6,3,70,12/14/2022
9,2.7,70,12/14/2022
9.2,2.2,70,12/14/2022
9,3.3,70,12/14/2022
9,2.2,70,12/14/2022
8.4,2,70,12/15/2022
8.7,1.9,70,12/15/2022
8,2.2,70,12/15/2022
7.3,2,70,12/15/2022
11,3,70,12/15/2022
8.7,2.5,70,12/17/2022
7.4,2.6,70,12/18/2022
7.9,2.2,70,12/18/2022
10.1,2.2,70,12/19/2022
9.9,2.1,70,12/19/2022
8,1.8,70,12/21/2022
9.9,2,70,12/22/2022
8.8,2,70,12/22/2022
7.1,2.4,70,12/24/2022
7.9,2.3,70,12/24/2022
9.8,2.4,70,12/25/2022
9,2,70,12/26/2022
7.6,2.9,70,12/27/2022
8.2,2.2,70,12/27/2022
7.4,2.2,70,12/27/2022
7.6,1.7,70,12/29/2022
9.7,1.9,70,12/29/2022
5.9,2.4,70,12/29/2022
6.9,2.2,70,12/31/2022
8.6,2.3,70,1/1/2023
8.4,2.4,70,1/2/2023
8.9,1.8,70,1/2/2023
8.5,1.9,70,1/3/2023
10,2.4,70,1/4/2023
9.5,2.8,70,1/4/2023
8.7,2.5,70,1/8/2023
7,2.5,70,1/8/2023
9.3,2.7,70,1/9/2023
10.9,2.8,70,1/9/2023
8.8,1.7,70,1/9/2023
9.4,2.1,70,1/9/2023
8.7,1.6,70,1/9/2023
8.8,1.7,70,1/9/2023
8.8,1.7,70,1/9/2023
8.8,1.8,70,1/9/2023
8.4,1.8,70,1/11/2023
8.6,1.7,70,1/11/2023
8.7,1.5,70,1/12/2023
7.1,1.7,70,1/13/2023
8.1,1.8,70,1/14/2023
7.6,2.7,70,1/14/2023
0.5,1.4,70,1/16/2023
9.2,2.2,70,1/16/2023
6.3,2.3,70,1/17/2023
6.3,1.9,70,1/17/2023
6.4,2.4,70,1/17/2023
8.9,2.1,70,1/21/2023
8.6,1.8,70,1/21/2023
9.5,3.1,70,1/21/2023
8.8,1.9,70,1/21/2023
9.9,2.8,70,1/22/2023
8.2,1.1,70,1/22/2023
8,1.7,70,1/22/2023
9.6,2,70,1/22/2023
7.9,1.9,70,1/22/2023
9.5,2,70,1/22/2023
9.3,3,70,1/22/2023
8.7,2.2,70,1/22/2023
10.3,2.4,70,1/23/2023
8.3,1.3,70,1/24/2023
8.2,2.1,70,1/26/2023
7.3,2.3,70,1/27/2023
9,2.2,70,1/27/2023
8.8,2.2,70,1/27/2023
8.5,1.8,70,1/28/2023
10.3,2.2,70,1/29/2023
7.1,2.1,70,1/31/2023
6.4,1.6,70,1/31/2023
11,2.8,70,2/1/2023
8,3.7,70,2/4/2023
7.9,1.9,70,2/6/2023
10.2,2,70,2/7/2023
8.6,2.1,70,2/7/2023
8.4,2.6,70,2/8/2023
8.7,2.2,70,2/8/2023
8.7,2.2,70,2/8/2023
8.3,2.3,70,2/9/2023
8.2,2.1,70,2/9/2023
9.9,1.9,70,2/9/2023
8.7,2,70,2/10/2023
8.9,1.8,70,2/10/2023
8.1,1.8,70,2/10/2023
8.6,2,70,2/13/2023
9.5,1.9,70,2/14/2023
9.6,1.7,70,2/15/2023
9.1,1.8,70,2/16/2023
8.8,1.6,70,2/16/2023
7.9,2.4,70,2/16/2023
8.4,1.7,70,2/16/2023
8.7,1.7,70,2/19/2023
9.7,1.8,70,2/19/2023
9.6,2.2,70,2/19/2023
8.5,1.9,70,2/19/2023
8.5,1.6,70,2/19/2023
8.4,2.4,70,2/19/2023
9.6,1.9,70,2/21/2023
7.8,2.3,70,2/22/2023
9.5,2,70,2/24/2023
9.9,2.1,70,2/26/2023
9.4,2,70,2/26/2023
9.6,2.2,70,2/28/2023
9.2,1.9,70,2/28/2023
9.5,4.1,70,2/28/2023
9.2,2.7,70,2/28/2023
7,1.8,70,2/28/2023
8.2,2.9,70,2/28/2023
7.4,1.9,70,2/28/2023
8.7,2.2,70,3/1/2023
5.7,1.8,70,3/1/2023
8.6,2.2,70,3/1/2023
7.8,2,70,3/3/2023
6.5,2,70,3/4/2023
9.7,1.9,70,3/4/2023
9.9,1.6,70,3/8/2023
9.7,1.8,70,3/8/2023
9.2,2,70,3/8/2023
8.8,1.7,70,3/10/2023
10.3,2.1,70,3/10/2023
9.5,3.1,70,3/13/2023
8.4,1.7,70,3/17/2023
8.8,2.7,70,3/17/2023
8.4,2.1,70,3/17/2023
9,1.9,70,3/23/2023
10.2,1.9,70,3/24/2023
9.8,2,70,3/25/2023
9.7,2.5,70,3/25/2023
9.3,2,70,3/26/2023
9.6,1.8,70,3/27/2023
7.1,2.6,70,3/28/2023
6.2,2.5,70,3/28/2023
8.9,1,70,4/3/2023
9.1,2.1,70,4/3/2023
10.6,2.1,70,4/4/2023
8.8,2.2,70,4/8/2023
10.3,2.4,70,4/11/2023
10.3,3.4,70,4/20/2023
8.7,2.5,70,4/21/2023
9.6,2.1,70,4/25/2023
10.4,2.4,70,4/25/2023
9.7,2.2,70,4/25/2023
8.9,3.2,70,4/25/2023
8.5,2.2,70,4/25/2023
9.5,2.1,70,4/25/2023
9.5,2.6,70,4/25/2023
8.9,1.8,70,4/25/2023
9.5,2.3,70,4/26/2023
9.9,2,70,4/27/2023
9.9,1.5,70,4/29/2023
8.1,2,70,4/29/2023
NA,0.667,71,12/28/2017
NA,1.29,71,12/29/2017
NA,0.607,71,12/29/2017
NA,0.834,71,12/29/2017
1.8,1.4,71,5/23/2018
6.132,1.39,71,11/7/2019
6.089,1.61,71,11/7/2019
6.054,1.12,71,11/7/2019
5.026,1.64,71,11/8/2019
7.671,2.1,71,11/8/2019
6.209,1.08,71,11/8/2019
6.489,2.18,71,11/8/2019
6.157,1.51,71,11/22/2019
6.648,1.78,71,12/3/2019
6.312,1.43,71,1/28/2020
6.312,1.93,71,1/28/2020
7.2,1.3,71,1/28/2020
6.209,1.25,71,1/29/2020
6.106,1.43,71,1/29/2020
6.209,1.27,71,1/29/2020
6.209,1.44,71,1/29/2020
7.059,1.49,71,1/29/2020
7.1,1.4,71,1/29/2020
5.592,1.36,71,1/29/2020
6.204,2.45,71,1/29/2020
6.219,1.92,71,1/29/2020
6.437,1.68,71,1/29/2020
6.157,1.39,71,1/29/2020
6.157,1.33,71,1/29/2020
6.657,1.32,71,1/29/2020
6.209,1.3,71,1/29/2020
6.902,3.77,71,1/31/2020
6.631,3.71,71,1/31/2020
6.424,1.54,71,1/31/2020
6.133,1.62,71,1/31/2020
6.816,1.37,71,1/31/2020
7.186,1.43,71,1/31/2020
6.182,1.46,71,1/31/2020
6.65,1.64,71,1/31/2020
6.68,1.97,71,1/31/2020
6.157,1.27,71,2/1/2020
7.1,1.5,71,2/3/2020
6.776,2.14,71,2/7/2020
6.157,1.37,71,2/8/2020
6.805,1.32,71,2/8/2020
6.312,1.6,71,2/11/2020
6.344,4.12,71,2/18/2020
7.031,1.64,71,2/18/2020
6.181,1.98,71,2/18/2020
7.186,2.09,71,2/18/2020
6.209,1.52,71,2/18/2020
6.157,1.48,71,2/22/2020
6.901,2.12,71,2/26/2020
6.906,1.53,71,3/12/2020
6.375,4.06,71,3/26/2020
7.5,1.5,71,3/26/2020
6.327,1.46,71,3/26/2020
7.789,1.71,71,3/26/2020
6.498,1.62,71,3/26/2020
6.291,1.3,71,3/26/2020
6.157,1.57,71,3/26/2020
6.18,1.42,71,3/26/2020
6.483,1.21,71,3/26/2020
6.106,1.55,71,3/26/2020
3.946,1.07,71,3/26/2020
6.239,1.86,71,3/26/2020
6.522,2,71,3/26/2020
5.63,4.91,71,3/26/2020
7.191,2.27,71,3/26/2020
6.051,1.73,71,3/26/2020
6.363,1.68,71,3/26/2020
5.232,1.39,71,3/26/2020
6.263,1.74,71,3/26/2020
6.782,3.01,71,3/26/2020
6.157,1.83,71,3/26/2020
6.106,1.53,71,3/26/2020
6.287,2.02,71,3/26/2020
6.414,1.51,71,3/26/2020
6.209,1.33,71,3/26/2020
6.265,1.74,71,3/26/2020
6.671,3.02,71,3/26/2020
6.861,3.08,71,3/26/2020
6.312,1.12,71,3/26/2020
6.157,1.54,71,3/26/2020
6.157,1.41,71,3/26/2020
6.458,2.38,71,3/27/2020
7.288,1.39,71,3/27/2020
6.157,0.96,71,3/27/2020
7.648,1.31,71,3/27/2020
7.339,1.37,71,3/27/2020
6.399,1.4,71,3/27/2020
6.209,1.22,71,3/27/2020
6.339,1.48,71,3/27/2020
6.117,2.66,71,3/27/2020
7.296,1.73,71,3/27/2020
7.326,1.32,71,3/27/2020
6.157,1.34,71,3/27/2020
6.054,1.5,71,3/27/2020
6.363,1.48,71,3/27/2020
6.875,2.6,71,3/27/2020
6.335,3.53,71,3/27/2020
6.671,1.49,71,3/27/2020
6.415,3.09,71,3/28/2020
5.54,1.85,71,3/28/2020
5.232,1.84,71,3/28/2020
7.221,1.77,71,3/28/2020
6.209,1.32,71,3/28/2020
6.261,2.2,71,3/28/2020
6.352,1.87,71,3/29/2020
6.268,3.6,71,3/29/2020
6.284,1.31,71,3/29/2020
6.859,2.09,71,3/29/2020
6.897,1.46,71,3/29/2020
7.226,2.22,71,3/31/2020
6.242,1.74,71,3/31/2020
6.208,1.29,71,3/31/2020
6.272,1.47,71,3/31/2020
6.297,1.51,71,4/3/2020
6.157,1.34,71,4/6/2020
7.722,1.34,71,4/9/2020
6.93,3.04,71,4/14/2020
7.288,1.62,71,4/16/2020
6.514,2.93,71,5/13/2020
5.849,0.12,71,6/15/2020
6.522,1.82,71,8/12/2020
6.8,2,71,9/8/2020
6.517,1.75,71,11/4/2020
6.534,1.81,71,11/4/2020
6.213,2.42,71,11/4/2020
7.391,1.69,71,11/4/2020
6.442,1.7,71,11/4/2020
6.437,1.43,71,11/4/2020
6.579,1.9,71,11/4/2020
6.475,1.73,71,11/4/2020
7.546,1.87,71,11/9/2020
7.434,2.16,71,11/9/2020
6.877,1.57,71,12/8/2020
6.774,1.54,71,12/10/2020
6.19,1.83,71,12/29/2020
6.12,1.75,71,12/29/2020
7.035,1.69,71,4/17/2021
7.069,2.23,71,4/17/2021
9.1,2,71,4/18/2021
8.807,1.69,71,5/5/2021
7.944,1.54,71,5/28/2021
8.5,2.4,71,9/2/2021
6.975,2.69,71,9/4/2021
7.047,1.84,71,9/4/2021
8.7,2.3,71,9/5/2021
6.862,2.18,71,9/5/2021
7.032,2.24,71,9/6/2021
7.303,2,71,9/6/2021
7.8,2.3,71,9/30/2021
8.6,3.4,71,10/2/2021
6.286,3.56,71,10/2/2021
6.912,2.96,71,10/2/2021
6.942,2.2,71,10/2/2021
9.1,4,71,10/3/2021
8.9,2.7,71,10/3/2021
8.9,3.3,71,10/3/2021
8.8,3.1,71,10/3/2021
7.353,1.9,71,10/3/2021
7.19,2.51,71,10/3/2021
9.1,2.4,71,10/3/2021
6.997,2.11,71,10/4/2021
6.325,2.09,71,10/4/2021
6.365,2.03,71,10/4/2021
6.275,2.52,71,10/4/2021
6.515,1.99,71,10/9/2021
6.664,2.49,71,10/9/2021
7.195,2.12,71,10/16/2021
6.981,2.88,71,10/17/2021
6.884,3.36,71,10/17/2021
9,2.6,71,10/18/2021
8.5,2.3,71,10/18/2021
8.3,2.9,71,10/19/2021
8.7,2.8,71,10/19/2021
7.8,2.3,71,10/20/2021
6.281,1.98,71,10/20/2021
6.335,1.97,71,10/20/2021
7.166,2.27,71,10/24/2021
7.107,1.89,71,11/1/2021
8.178,2.55,71,1/28/2022
8.224,2.09,71,1/28/2022
8.289,2.18,71,4/17/2022
7.174,2.02,71,6/11/2022
7.207,2.44,71,6/11/2022
7.292,2.09,71,6/11/2022
8.136,2.14,71,7/6/2022
8.032,2.21,71,7/16/2022
8.24,2.14,71,7/16/2022
9.2,2.2,71,10/24/2022
7,2.1,71,11/4/2022
7,2.4,71,11/4/2022
8.7,2.6,71,12/25/2022
7.214,1.82,72,7/21/2018
5.551,1.66,72,12/25/2018
7.288,1.61,72,1/27/2019
4.328,1.48,72,3/3/2019
8.143,1.48,72,3/4/2019
6.98,1.8,72,3/4/2019
6.541,1.68,72,5/20/2019
6.985,1.89,72,5/26/2019
7.01,2.18,72,7/13/2019
6.538,2.45,72,2/16/2020
7.2,0.6,72,3/23/2020
6.157,1.08,72,5/23/2020
6.466,2.52,72,6/23/2020
6.642,2.02,72,6/23/2020
6.236,2.12,72,8/14/2020
6.398,1.54,72,10/21/2020
6.477,1.58,72,10/21/2020
6.491,2.85,72,10/21/2020
6.157,1.27,72,10/21/2020
6.312,1.66,72,10/23/2020
6.93,1.64,72,10/26/2020
6.671,1.29,72,11/5/2020
7.059,2.32,72,11/9/2020
6.17,1.76,72,11/10/2020
7.375,1.5,72,11/17/2020
6.23,1.85,72,12/3/2020
7.7,1.6,72,12/5/2020
6.491,1.77,72,12/8/2020
7.905,1.42,72,1/1/2021
6.668,1.49,72,1/19/2021
6.805,1.74,72,1/20/2021
7.015,1.74,72,1/26/2021
6.363,0.71,72,1/28/2021
6.106,1.7,72,1/29/2021
7.516,1.53,72,1/31/2021
6.726,1.76,72,2/10/2021
7.391,1.72,72,2/17/2021
7.494,1.38,72,3/2/2021
7.006,1.52,72,3/3/2021
7.379,1.74,72,3/23/2021
7.17,1.7,72,4/3/2021
7.184,1.54,72,4/3/2021
6.358,2.02,72,4/6/2021
7.513,1.54,72,4/7/2021
7.125,2.3,72,4/7/2021
6.247,1.59,72,4/13/2021
6.938,1.48,72,4/20/2021
6.642,1.54,72,4/29/2021
7.522,1.64,72,5/11/2021
7.571,1.9,72,5/13/2021
7.414,1.44,72,5/14/2021
6.245,2.1,72,5/14/2021
7.256,1.63,72,5/27/2021
7.001,1.77,72,5/31/2021
6.674,1.93,72,6/2/2021
7.7,2.9,72,6/5/2021
7.647,1.65,72,6/12/2021
7.63,1.38,72,6/12/2021
7.466,1.55,72,6/12/2021
6.573,1.58,72,6/12/2021
6.569,1.96,72,6/21/2021
7.488,1.98,72,6/22/2021
7.668,1.54,72,6/25/2021
7.5,1.7,72,6/26/2021
7.621,1.56,72,6/28/2021
6.366,1.55,72,7/2/2021
6.517,1.65,72,7/4/2021
6.729,1.66,72,7/16/2021
6.671,1.69,72,7/19/2021
8,2.5,72,7/29/2021
9,1.9,72,8/4/2021
7.2,1.6,72,8/5/2021
8.7,2.3,72,8/6/2021
8.6,1.9,72,8/12/2021
6.602,1.93,72,8/20/2021
7.685,2.06,72,8/23/2021
7.077,1.88,72,8/23/2021
6.914,1.69,72,8/27/2021
6.925,2.82,72,9/4/2021
6.946,2.45,72,9/4/2021
6.873,1.98,72,9/6/2021
8.8,2.5,72,9/10/2021
6.907,2.11,72,9/14/2021
6.809,2.32,72,9/14/2021
6.571,2.21,72,9/15/2021
7.209,1.99,72,9/17/2021
6.801,1.3,72,9/22/2021
6.695,1.62,72,9/22/2021
7.2,2,72,10/7/2021
6.877,3.47,72,10/18/2021
6.638,3.22,72,10/18/2021
7.7,2.9,72,11/12/2021
6.788,2.15,72,11/12/2021
8.1,2.7,72,11/12/2021
8.9,2.8,72,11/13/2021
7.6,2.1,72,11/19/2021
6.808,1.98,72,12/30/2021
6.419,2.07,72,1/2/2022
6.485,2.4,72,1/3/2022
6.796,2.41,72,1/8/2022
7.506,2.17,72,1/10/2022
7.341,2.18,72,3/17/2022
1.89,2.31,72,3/20/2022
6.844,2.15,72,3/21/2022
7.122,2.1,72,3/26/2022
6.295,2.15,72,4/20/2022
6.568,2.14,72,5/4/2022
7.373,2.04,72,5/5/2022
7.098,2.48,72,5/18/2022
7.397,2.6,72,5/26/2022
7.473,2.14,72,5/26/2022
7.527,2.82,72,5/27/2022
6.803,2.12,72,6/1/2022
9,2.4,72,6/10/2022
7.618,2.68,72,6/20/2022
7.573,2.14,72,6/20/2022
6.787,2.58,72,6/27/2022
6.921,2.31,72,6/28/2022
7.314,2.49,72,7/3/2022
8.012,2.25,72,7/29/2022
7.49,2.06,72,8/5/2022
7.329,2.02,72,8/17/2022
7.2,2.6,72,8/29/2022
7.2,2.2,72,9/2/2022
6.666,2.05,72,9/6/2022
8.3,2.2,72,9/6/2022
8.9,2.4,72,9/12/2022
8.7,2.9,72,9/13/2022
8.9,2.3,72,10/6/2022
8.4,2.3,72,10/6/2022
8.7,2.1,72,10/6/2022
8.8,2.7,72,10/8/2022
9,2.2,72,10/10/2022
8.6,2.8,72,10/12/2022
9.3,2.1,72,10/12/2022
11.1,1.8,72,10/12/2022
11.1,1.8,72,10/12/2022
9,2.4,72,10/13/2022
8.8,2.2,72,10/14/2022
6.32,1.02,72,10/19/2022
7.2,1.6,72,10/24/2022
9.5,2.3,72,10/24/2022
7.2,2,72,10/24/2022
7.9,2.2,72,10/24/2022
7.2,2.1,72,10/24/2022
8.8,2,72,11/24/2022
7.7,3.5,72,11/28/2022
7.9,2.5,72,11/29/2022
8.8,2.5,72,11/29/2022
7.9,2.5,72,11/29/2022
8.1,2.3,72,11/29/2022
8.9,2.1,72,12/30/2022
7.7,2,72,1/17/2023
9,2.3,72,1/19/2023
8.9,2,72,1/19/2023
9.4,1.7,72,1/22/2023
6.8,2.2,72,1/24/2023
8.9,1.8,72,1/25/2023
8.8,2,72,1/26/2023
8.4,1.9,72,1/26/2023
9.6,1.8,72,2/3/2023
8.9,1.9,72,2/24/2023
7.2,1.3,72,3/5/2023
8,2.7,72,3/10/2023
7.7,2.7,72,3/10/2023
7.2,2.1,72,3/21/2023
6.9,3.2,72,3/21/2023
9.3,2.1,72,3/25/2023
7.5,1,72,3/27/2023
8.2,1.5,72,3/27/2023
7.6,0.9,72,3/27/2023
9,1.2,72,3/28/2023
8.8,1.3,72,3/28/2023
8.5,1.2,72,3/29/2023
7.7,1,72,3/30/2023
9.1,2.2,72,3/30/2023
9.4,1.5,72,3/30/2023
9,1.8,72,3/30/2023
9.6,2.2,72,3/30/2023
8.9,1.5,72,3/30/2023
9.1,1,72,3/30/2023
8.9,1.3,72,3/31/2023
8.2,1.1,72,3/31/2023
9.2,2.1,72,4/1/2023
9,2.3,72,4/1/2023
9,1.2,72,4/1/2023
8.9,1,72,4/1/2023
8.9,1,72,4/1/2023
9,2.9,72,4/1/2023
9.4,2,72,4/1/2023
8.9,1,72,4/1/2023
8.2,0.8,72,4/1/2023
9,1.5,72,4/2/2023
8.8,1.1,72,4/2/2023
8.8,1,72,4/2/2023
8.8,1.1,72,4/2/2023
10,2.2,72,4/3/2023
9,1.1,72,4/3/2023
9,2.1,72,4/5/2023
9.6,2.8,72,4/9/2023
9.3,3,72,4/9/2023
10.3,2.3,72,4/13/2023
10.2,2.2,72,4/15/2023
7.7,2.3,72,4/16/2023
9.5,2.7,72,4/21/2023
9.9,2.2,72,4/21/2023
9.8,2.4,72,4/21/2023
8.8,2.3,72,4/21/2023
8.5,1.7,72,4/23/2023
9.8,2.5,72,4/24/2023
9.4,2.5,72,4/24/2023
6.157,1.55,73,7/7/2018
4.084,1.71,73,1/16/2019
1.89,1.11,73,12/16/2019
6.054,1.91,73,2/14/2020
6.457,1.96,73,2/15/2020
6.509,2.04,73,2/18/2020
6.601,1.99,73,2/23/2020
6.477,2.09,73,2/24/2020
6.427,1.95,73,3/5/2020
6.184,2.04,73,3/5/2020
5.4,1.16,73,3/14/2020
6.643,1.96,73,3/24/2020
6.529,2.28,73,4/15/2020
6.6,2.03,73,4/29/2020
6.671,1.2,73,5/23/2020
6.645,1.76,73,5/25/2020
6.67,1.54,73,5/26/2020
6.603,1.26,73,5/28/2020
6.651,1.9,73,6/3/2020
6.726,1.92,73,6/7/2020
6.556,2.02,73,6/7/2020
6.59,2.11,73,6/7/2020
10.065,1.11,73,6/10/2020
6.611,1.87,73,7/30/2020
6.651,1.76,73,8/3/2020
6.604,1.79,73,8/18/2020
6.638,1.92,73,8/19/2020
6.636,2.33,73,8/28/2020
6.639,0.75,73,9/1/2020
7.325,2.14,73,9/29/2020
7.02,1.24,73,9/29/2020
7.157,1.42,73,10/1/2020
6.84,2.22,73,10/4/2020
6.73,1.93,73,10/12/2020
6.62,2.1,73,10/14/2020
7.225,1.35,73,10/18/2020
7.498,1.49,73,10/19/2020
7.438,1.85,73,10/19/2020
7.158,1.75,73,10/19/2020
6.997,1.84,73,10/19/2020
7.191,1.55,73,10/20/2020
7.13,1.65,73,10/22/2020
7.124,1.78,73,10/22/2020
7.176,1.38,73,10/25/2020
7.05,1.99,73,10/27/2020
6.549,2.14,73,11/2/2020
6.854,1.87,73,11/4/2020
6.829,1.63,73,11/5/2020
7.813,1.6,73,11/6/2020
6.926,1.25,73,11/6/2020
6.68,1.76,73,11/7/2020
6.898,1.63,73,11/7/2020
6.91,1.53,73,11/8/2020
7.066,1.64,73,11/14/2020
6.157,0.84,73,11/15/2020
6.769,1.61,73,11/18/2020
6.623,1.89,73,11/21/2020
6.641,2.13,73,11/22/2020
6.797,1.59,73,11/23/2020
6.78,1.95,73,11/25/2020
6.38,2.33,73,11/26/2020
6.952,1.64,73,11/30/2020
6.774,1.63,73,12/1/2020
7.178,1.61,73,12/8/2020
7.8,2.1,73,12/8/2020
7.7,1.8,73,12/8/2020
7.4,1.9,73,12/8/2020
6.615,1.6,73,12/8/2020
6.9,1.63,73,12/10/2020
7.083,1.72,73,12/11/2020
7.347,2.29,73,12/13/2020
6.363,1.8,73,12/16/2020
7.068,1.67,73,12/22/2020
7.146,1.91,73,12/22/2020
6.919,1.79,73,12/23/2020
7.222,1.66,73,12/26/2020
6.946,2.33,73,12/27/2020
6.803,1.62,73,1/2/2021
6.932,1.91,73,1/6/2021
6.97,1.63,73,1/7/2021
6.901,1.61,73,1/10/2021
6.913,1.67,73,1/11/2021
6.839,1.71,73,1/12/2021
7.062,1.37,73,1/13/2021
6.565,1.67,73,1/14/2021
6.64,1.84,73,1/14/2021
7.288,1.79,73,1/16/2021
7.481,1.98,73,1/17/2021
7.133,1.59,73,1/19/2021
6.916,1.72,73,1/20/2021
6.878,1.75,73,1/21/2021
6.895,1.12,73,1/21/2021
7.058,1.91,73,1/26/2021
6.897,1.75,73,1/29/2021
7.358,1.82,73,1/29/2021
7.358,2.07,73,1/31/2021
7.045,1.9,73,2/1/2021
6.857,2.01,73,2/3/2021
6.914,1.52,73,2/4/2021
7.264,1.54,73,2/5/2021
7.097,1.6,73,2/8/2021
7.161,1.54,73,2/8/2021
6.779,1.83,73,2/9/2021
7.025,1.87,73,2/12/2021
6.967,2.09,73,2/12/2021
7.067,1.73,73,2/13/2021
6.769,1.62,73,2/14/2021
7.197,1.47,73,2/16/2021
6.913,2.29,73,2/17/2021
6.705,1.81,73,2/18/2021
8.008,1.47,73,2/20/2021
6.96,1.89,73,2/20/2021
6.908,1.86,73,2/20/2021
7.044,1.5,73,2/20/2021
7.153,2.46,73,2/21/2021
5.54,1.61,73,2/21/2021
6.509,1.65,73,2/23/2021
6.873,1.59,73,2/24/2021
7.744,1.78,73,3/1/2021
7.089,1.75,73,3/1/2021
6.671,1.57,73,3/3/2021
6.692,1.26,73,3/5/2021
7.082,1.71,73,3/6/2021
6.523,1.88,73,3/8/2021
6.988,1.41,73,3/13/2021
7.552,1.61,73,3/13/2021
6.617,1.85,73,3/13/2021
6.157,2,73,3/13/2021
7,1.49,73,3/14/2021
7.22,1.79,73,3/19/2021
7.253,1.73,73,3/20/2021
7.648,1.57,73,3/21/2021
7.054,1.72,73,3/21/2021
7.099,1.43,73,3/21/2021
7.581,1.7,73,3/22/2021
6.97,1.64,73,3/23/2021
7.027,1.77,73,3/26/2021
8.42,1.57,73,3/26/2021
8.6,1.9,73,3/27/2021
6.588,1.55,73,3/28/2021
6.935,1.63,73,3/31/2021
7.496,1.8,73,4/1/2021
6.781,1.55,73,4/1/2021
7.247,1.67,73,4/2/2021
7.9,2.2,73,4/4/2021
6.617,1.67,73,4/4/2021
8.3,1.9,73,4/5/2021
6.825,1.93,73,4/7/2021
6.869,1.63,73,4/7/2021
6.746,1.32,73,4/8/2021
7.325,1.66,73,4/9/2021
7.085,1.6,73,4/10/2021
7.523,1.48,73,4/12/2021
7.156,1.5,73,4/12/2021
7.231,1.58,73,4/13/2021
7.602,1.65,73,4/14/2021
7.059,1.61,73,4/15/2021
7.049,1.6,73,4/17/2021
8.235,1.76,73,4/20/2021
8.8,2,73,4/21/2021
7.041,1.56,73,4/22/2021
7.236,1.77,73,4/22/2021
7.396,1.48,73,4/23/2021
7.405,2.01,73,4/24/2021
8.1,2.3,73,4/25/2021
8.2,2.3,73,4/26/2021
7.267,1.89,73,4/28/2021
7.2,2.2,73,4/29/2021
6.727,1.79,73,4/30/2021
7.325,1.72,73,4/30/2021
7.382,1.37,73,5/2/2021
7.015,1.73,73,5/4/2021
7.077,1.84,73,5/6/2021
7.145,1.54,73,5/7/2021
6.913,1.41,73,5/7/2021
6.834,1.5,73,5/7/2021
7.613,1.4,73,5/9/2021
6.833,1.37,73,5/9/2021
7.571,1.44,73,5/10/2021
6.907,1.45,73,5/10/2021
7.137,1.51,73,5/13/2021
7.616,1.89,73,5/13/2021
7.289,1.51,73,5/14/2021
7.109,1.46,73,5/16/2021
7.329,1.89,73,5/17/2021
7.631,1.68,73,5/17/2021
7.085,2.03,73,5/18/2021
7.021,1.54,73,5/21/2021
7.096,1.73,73,5/22/2021
7.383,2.22,73,5/23/2021
7.203,1.13,73,5/24/2021
6.979,1.55,73,5/27/2021
6.929,1.52,73,5/27/2021
7.114,1.86,73,5/28/2021
7.378,1.99,73,5/28/2021
7.414,1.49,73,5/30/2021
7.276,1.45,73,5/30/2021
7.002,1.65,73,5/31/2021
7.134,1.55,73,5/31/2021
7.17,1.57,73,6/2/2021
7.08,1.67,73,6/2/2021
7.895,1.7,73,6/3/2021
7.052,1.66,73,6/4/2021
6.743,1.82,73,6/4/2021
6.769,1.56,73,6/5/2021
6.555,1.41,73,6/5/2021
6.654,1.53,73,6/6/2021
6.157,1.62,73,6/8/2021
6.651,1.96,73,6/9/2021
7.227,1.61,73,6/10/2021
6.927,1.62,73,6/11/2021
7.2,1.51,73,6/11/2021
6.636,1.46,73,6/11/2021
6.713,1.98,73,6/12/2021
6.62,1.98,73,6/13/2021
7.066,1.57,73,6/13/2021
7.018,1.49,73,6/17/2021
7.15,1.64,73,6/17/2021
7.004,1.51,73,6/18/2021
7.063,1.54,73,6/18/2021
7.043,1.53,73,6/19/2021
7.203,1.64,73,6/20/2021
6.883,1.78,73,6/20/2021
7.192,1.67,73,6/20/2021
7.2,1.48,73,6/21/2021
6.71,1.37,73,6/21/2021
6.798,1.69,73,6/21/2021
6.851,1.61,73,6/27/2021
6.702,1.73,73,6/27/2021
7.072,1.39,73,6/28/2021
7.04,1.57,73,6/28/2021
7.195,2.02,73,6/29/2021
7.145,1.66,73,6/30/2021
6.856,1.62,73,6/30/2021
6.945,2.01,73,6/30/2021
